,Description,Category,Meta_Url
7524,This Payment Rails Recipient Ruby Sample Code demonstrates test account management capabilities.,Payments,https://www.programmableweb.com/sample-source-code/payment-rails-recipient-ruby-sample-code
7525,This Payment Rails Batch Process Integration Ruby Sample Code is an authenticated method that...,Payments,https://www.programmableweb.com/sample-source-code/payment-rails-batch-process-integration-ruby-sample-code
7526,"The CyberArk Conjur .NET Sample Code demonstrates how to authenticate, check permissions to get the...",Security,https://www.programmableweb.com/sample-source-code/cyberark-conjur-net-sample-code
7527,The Swift SMS Gateway Sending an SMS CSharp Sample Code demonstrates how to send an SMS message to...,Messaging,https://www.programmableweb.com/sample-source-code/swift-sms-gateway-sending-sms-csharp-sample-code
7528,The Swift SMS Gateway Sending an SMS VB.NET Sample Code sends an SMS message to the given phone...,Messaging,https://www.programmableweb.com/sample-source-code/swift-sms-gateway-sending-sms-vbnet-sample-code
7529,The Swift SMS Gateway Sending an SMS PHP Sample Code demonstrates how to send an SMS message to the...,Messaging,https://www.programmableweb.com/sample-source-code/swift-sms-gateway-sending-sms-php-sample-code
7530,The SMS Gateway Retrieve Incoming Messages CSharp Sample Code gets a list of the most recent...,Messaging,https://www.programmableweb.com/sample-source-code/sms-gateway-retrieve-incoming-messages-csharp-sample-code
7531,The SMS Gateway Retrieve Incoming Messages PHP Sample Code gets a list of the most recent incoming...,Messaging,https://www.programmableweb.com/sample-source-code/sms-gateway-retrieve-incoming-messages-vbnet-sample-code
7532,The SMS Gateway Retrieve Incoming Messages PHP Sample Code gets a list of the most recent incoming...,Messaging,https://www.programmableweb.com/sample-source-code/sms-gateway-retrieve-incoming-messages-php-sample-code
7533,The Swift SMS Gateway Get Status of Message CSharp Sample Code gets the status of a specific...,Messaging,https://www.programmableweb.com/sample-source-code/swift-sms-gateway-get-status-message-csharp-sample-code
7534,The Swift SMS Gateway Get Status of Message VB.NET Sample Code gets the status of a specific...,Messaging,https://www.programmableweb.com/sample-source-code/swift-sms-gateway-get-status-message-vbnet-sample-code
7535,The Swift SMS Gateway Get Status of Message PHP Sample Code gets the status of a specific outgoing...,Messaging,https://www.programmableweb.com/sample-source-code/swift-sms-gateway-get-status-message-php-sample-code
7536,The Swift SMS Gateway Bulk SMS Sending CSharp Sample Code demonstrates how to send a single message...,Messaging,https://www.programmableweb.com/sample-source-code/swift-sms-gateway-bulk-sms-sending-csharp-sample-code
7537,The Swift SMS Gateway Bulk SMS Sending VB.NET Sample Code sends a single message to the provided...,Messaging,https://www.programmableweb.com/sample-source-code/swift-sms-gateway-bulk-sms-sending-vbnet-sample-code
7538,The Swift SMS Gateway Bulk SMS Sending PHP Sample Code demonstrates how to send a single message to...,Messaging,https://www.programmableweb.com/sample-source-code/swift-sms-gateway-bulk-sms-sending-php-sample-code
7539,The CyberArk Conjur Java Sample Code demonstrates how to access the API to integrate security...,Security,https://www.programmableweb.com/sample-source-code/cyberark-conjur-java-sample-code
7540,The CyberArk Conjur Node.js Sample Code demonstrates how to load and parse a ~/.conjurrc...,Security,https://www.programmableweb.com/sample-source-code/cyberark-conjur-nodejs-sample-code
7541,The CyberArk Conjur Python Sample Code demonstrates how to access the API to implement security...,Security,https://www.programmableweb.com/sample-source-code/cyberark-conjur-python-sample-code
7542,The CyberArk Conjur Go Sample Code demonstrates how to clean then generate output folder locally...,Security,https://www.programmableweb.com/sample-source-code/cyberark-conjur-go-sample-code
7543,The CyberArk Conjur Ruby Sample Code demonstrates how to use the Conjur API v4.,Security,https://www.programmableweb.com/sample-source-code/cyberark-conjur-ruby-sample-code
7544,The Flashphoner Mobile iOS Sample Code demonstrates how to use the WebRTC iOS SDK for Web Call...,VoIP,https://www.programmableweb.com/sample-source-code/flashphoner-mobile-ios-sample-code
7545,The Flashphoner Mobile Android Sample Code demonstrates how to use the WebRTC Android SDK. Source...,VoIP,https://www.programmableweb.com/sample-source-code/flashphoner-mobile-android-sample-code
7546,The Flashphoner Web JavaScript Sample Code demonstrates how to use the Web SDK. Source code of Web...,VoIP,https://www.programmableweb.com/sample-source-code/flashphoner-web-javascript-sample-code
7547,The Dialogflow Android Sample Code demonstrates how to test artificial intelligence and language...,Natural Language Processing,https://www.programmableweb.com/sample-source-code/dialogflow-android-sample-code
7548,The Dialogflow CPlus Sample Code demonstrates how to use a speech recognition API AI to include...,Natural Language Processing,https://www.programmableweb.com/sample-source-code/dialogflow-cplus-sample-code
7549,The Dialogflow iOS Sample Code demonstrates how to use the SDK to integrate speech recognition by...,Natural Language Processing,https://www.programmableweb.com/sample-source-code/dialogflow-ios-sample-code
7550,The Dialogflow JavaScript Sample Code demonstrates how to request a text and an event.,Natural Language Processing,https://www.programmableweb.com/sample-source-code/dialogflow-javascript-sample-code
7551,The Dialogflow .NET Sample Code demonstrates how to use natural language processing with Twilio and...,Natural Language Processing,https://www.programmableweb.com/sample-source-code/dialogflow-net-sample-code
7552,The Dialogflow Ruby Sample Code demonstrates how to send text requests to the https://api.ai with...,Natural Language Processing,https://www.programmableweb.com/sample-source-code/dialogflow-ruby-sample-code
7553,"The Dialogflow Python Sample Code demonstrates how to detect audio, text, and streaming intents.",Natural Language Processing,https://www.programmableweb.com/sample-source-code/dialogflow-python-sample-code
7554,"The Dialogflow Node.js Sample Code is available to show text, audio, streaming, entity, and context...",Natural Language Processing,https://www.programmableweb.com/sample-source-code/dialogflow-nodejs-sample-code
7555,"The Dialogflow Java Sample Code demonstrates how to detect intents of text, audio, streaming audio...",Natural Language Processing,https://www.programmableweb.com/sample-source-code/dialogflow-java-sample-code
7556,The Sportmonks Soccer Node.js Sample Code demonstrates how to access the API for implementing...,Sports,https://www.programmableweb.com/sample-source-code/sportmonks-soccer-nodejs-sample-code
7557,The Sportmonks Soccer Python Sample Code demonstrates how to access the API for implementing sports...,Sports,https://www.programmableweb.com/sample-source-code/sportmonks-soccer-python-sample-code
7558,The Sportmonks Soccer Ruby Sample Code demonstrates how to access the API for implementing sports...,Sports,https://www.programmableweb.com/sample-source-code/sportmonks-soccer-ruby-sample-code
7559,The Sportmonks Soccer Java Sample Code demonstrates how to access the API for implementing sports...,Sports,https://www.programmableweb.com/sample-source-code/sportmonks-soccer-java-sample-code
7560,The Sportmonks Soccer PHP Sample Code demonstrates how to access the API for implementing sports...,Sports,https://www.programmableweb.com/sample-source-code/sportmonks-soccer-php-sample-code
7561,The CurrencyCloud .NET Sample Code demonstrates how to access beneficiary and payment data.,Currency,https://www.programmableweb.com/sample-source-code/currencycloud-net-sample-code
7562,The CurrencyCloud Python Sample Code demonstrates how to interact with the Accounts API.,Currency,https://www.programmableweb.com/sample-source-code/currencycloud-python-sample-code
7563,The CurrencyCloud JavaScript Sample Code demonstrates how to create a beneficiary and create a...,Currency,https://www.programmableweb.com/sample-source-code/currencycloud-javascript-sample-code
7564,"The CurrencyCloud PHP Sample Code demonstrates how to interact with the API to access beneficiary,...",Currency,https://www.programmableweb.com/sample-source-code/currencycloud-php-sample-code
7565,The SketchFab JavaScript Sample Code demonstrates how to connect to a Sketchfab account with OAuth2...,3D,https://www.programmableweb.com/sample-source-code/sketchfab-javascript-sample-code
7566,The Verizon ThingSpace Cloud Storage Ruby Sample Code demonstrates how to access the SDK to make...,Telephony,https://www.programmableweb.com/sample-source-code/verizon-thingspace-cloud-storage-ruby-sample-code
7567,The Verizon ThingSpace Cloud Storage PHP Sample Code demonstrates how to access Internet of Things...,Telephony,https://www.programmableweb.com/sample-source-code/verizon-thingspace-cloud-storage-php-sample-code
7568,The Payment Rails Recipient Python Sample Code is a code snippet that tests account management...,Payments,https://www.programmableweb.com/sample-source-code/payment-rails-recipient-python-sample-code
7569,The Payment Rails Batch Process Integration Python Sample Code configures a gateway in order to...,Payments,https://www.programmableweb.com/sample-source-code/payment-rails-batch-process-integration-python-sample-code
7570,This Payment Rails Recipient Account PHP Sample Code demonstrates account management...,Payments,https://www.programmableweb.com/sample-source-code/payment-rails-recipient-account-php-sample-code
7571,This Google Compute Engine Java Code Sample that downloads and verifies JWT provided by metadata...,Backend,https://www.programmableweb.com/sample-source-code/google-compute-engine-signed-metadata-java-sample-code
7572,This Google Compute Engine Java Code Sample is a SendGrid Email Sample for Google Compute Engine....,Backend,https://www.programmableweb.com/sample-source-code/google-compute-engine-sendgrid-java-sample-code
7573,This Google Compute Engine Java Code Sample is a Mailjet Email Sample for Google Compute Engine....,Backend,https://www.programmableweb.com/sample-source-code/google-compute-engine-mailjet-java-sample-code
